region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state
phoenix,0.0,2014,toyota,tundra crewmax 5.7l ffv v,excellent,8 cylinders,other,69198.0,clean,automatic,4wd,other,white,az
phoenix,0.0,2019,ford,f-150 lariat crew 5.5ft bed,excellent,6 cylinders,other,10634.0,clean,automatic,4wd,other,white,az
phoenix,0.0,2019,ram,1500 classic,excellent,6 cylinders,gas,13990.0,clean,automatic,rwd,pickup,white,az
phoenix,0.0,2020,cadillac,xt6,excellent,6 cylinders,gas,4287.0,clean,automatic,fwd,sedan,white,az
phoenix,0.0,2018,chevrolet,silverado 1500,excellent,6 cylinders,gas,25667.0,clean,automatic,4wd,pickup,black,az
phoenix,0.0,2019,infiniti,qx80,excellent,6 cylinders,gas,40706.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2012,dodge,charger,excellent,6 cylinders,other,148226.0,clean,automatic,rwd,sedan,white,az
phoenix,0.0,2012,chevrolet,silverado 2500hd,excellent,6 cylinders,other,180683.0,clean,automatic,4wd,pickup,white,az
phoenix,0.0,2017,dodge,challenger,excellent,6 cylinders,other,69051.0,clean,automatic,rwd,coupe,white,az
phoenix,0.0,2018,ford,f-150,excellent,6 cylinders,gas,26696.0,clean,automatic,4wd,pickup,white,az
phoenix,0.0,2017,kia,forte,excellent,6 cylinders,gas,56754.0,clean,automatic,fwd,sedan,white,az
phoenix,0.0,2011,lexus,rx 350,excellent,6 cylinders,other,87644.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,1988,ford,f-250,excellent,6 cylinders,other,116672.0,clean,manual,4wd,pickup,white,az
phoenix,0.0,2016,nissan,rogue,excellent,6 cylinders,gas,89200.0,clean,other,fwd,sedan,white,az
phoenix,0.0,2018,ford,f-150,excellent,6 cylinders,gas,43525.0,clean,automatic,rwd,pickup,white,az
phoenix,0.0,2015,ford,expedition,excellent,6 cylinders,other,101247.0,clean,automatic,rwd,sedan,white,az
phoenix,0.0,1994,ford,mustang,excellent,6 cylinders,other,77720.0,clean,automatic,4wd,coupe,white,az
phoenix,0.0,2020,jeep,grand cherokee,excellent,6 cylinders,gas,8658.0,clean,automatic,rwd,sedan,white,az
phoenix,0.0,2018,gmc,acadia,excellent,6 cylinders,gas,28068.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2010,honda,fit,excellent,6 cylinders,gas,126413.0,clean,automatic,4wd,hatchback,white,az
phoenix,0.0,2020,mercedes-benz,e-class,excellent,6 cylinders,gas,15087.0,clean,automatic,rwd,sedan,white,az
phoenix,0.0,2015,gmc,terrain,excellent,6 cylinders,other,58136.0,clean,automatic,fwd,sedan,white,az
phoenix,0.0,1977,chevrolet,silverado,excellent,8 cylinders,gas,51611.0,clean,automatic,rwd,pickup,yellow,az
phoenix,0.0,2019,toyota,camry,excellent,6 cylinders,gas,47010.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2017,nissan,rogue sv,good,6 cylinders,other,64606.0,clean,automatic,fwd,other,silver,az
phoenix,0.0,2019,infiniti,qx60,excellent,6 cylinders,gas,37856.0,clean,other,fwd,sedan,white,az
phoenix,0.0,2016,honda,cr-v,excellent,6 cylinders,gas,54709.0,clean,other,fwd,sedan,white,az
phoenix,0.0,2014,chevrolet,silverado 1500 4wd cre,excellent,8 cylinders,other,66629.0,clean,other,4wd,other,white,az
phoenix,0.0,2000,toyota,camry,excellent,6 cylinders,other,72349.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2018,ford,f-150,excellent,6 cylinders,gas,38301.0,clean,automatic,4wd,pickup,white,az
phoenix,0.0,2020,chevrolet,camaro,excellent,6 cylinders,gas,35894.0,clean,automatic,rwd,convertible,black,az
phoenix,0.0,2015,honda,accord coupe lx-s,good,6 cylinders,other,57548.0,clean,automatic,fwd,coupe,silver,az
phoenix,0.0,2019,nissan,frontier sv,good,6 cylinders,other,27836.0,clean,automatic,rwd,pickup,white,az
phoenix,0.0,2017,ford,f-150 lariat 4wd supercrew,excellent,6 cylinders,other,42581.0,clean,other,4wd,other,white,az
phoenix,0.0,2012,toyota,corolla,excellent,6 cylinders,gas,73711.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2021,toyota,tacoma,excellent,6 cylinders,gas,15.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2016,toyota,tundra,excellent,6 cylinders,gas,82423.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2018,jeep,wrangler,excellent,6 cylinders,gas,23612.0,clean,automatic,4wd,SUV,white,az
phoenix,0.0,2016,ford,f-250sd,excellent,6 cylinders,gas,45057.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2019,ford,f-150,excellent,6 cylinders,gas,45130.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2001,ram,1500,excellent,6 cylinders,gas,107798.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2019,chevrolet,silverado 1500,excellent,6 cylinders,gas,27887.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2014,ford,escape,excellent,6 cylinders,gas,37821.0,clean,automatic,4wd,SUV,white,az
phoenix,0.0,2019,nissan,frontier,excellent,6 cylinders,gas,5982.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2017,ford,f-350 super duty lariat,excellent,8 cylinders,other,25781.0,clean,automatic,4wd,other,white,az
phoenix,0.0,2020,chevrolet,tahoe,excellent,6 cylinders,other,43180.0,clean,automatic,rwd,sedan,black,az
phoenix,0.0,2020,chevrolet,traverse,excellent,6 cylinders,gas,35047.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2020,honda,civic,excellent,6 cylinders,gas,8226.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2015,ford,f-250 super duty xlt crew c,excellent,8 cylinders,other,91354.0,clean,other,4wd,other,white,az
phoenix,0.0,2014,gmc,sierra 1500 4wd crew cab 143,excellent,8 cylinders,other,94656.0,clean,other,4wd,other,white,az
phoenix,0.0,2018,chevrolet,silverado 1500 4wd cre,excellent,8 cylinders,other,29300.0,clean,other,4wd,other,white,az
phoenix,0.0,2015,lexus,gs,excellent,6 cylinders,gas,75115.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2016,chevrolet,silverado 2500hd 4wd c,excellent,8 cylinders,other,87862.0,clean,other,4wd,other,white,az
phoenix,0.0,2013,gmc,yukon,excellent,6 cylinders,gas,167757.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2017,toyota,tacoma,excellent,6 cylinders,gas,83725.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2014,ford,f-150,excellent,6 cylinders,other,129059.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2019,toyota,tundra sr5 crewmax 5.5 be,excellent,8 cylinders,other,81902.0,clean,other,4wd,other,white,az
phoenix,0.0,2016,chevrolet,f-150,excellent,6 cylinders,gas,1.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2012,ram,f-150,good,6 cylinders,gas,1.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2018,honda,pilot,excellent,6 cylinders,gas,49411.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,1971,mercedes-benz,280 se,good,6 cylinders,gas,1234.0,clean,automatic,rwd,sedan,blue,az
phoenix,0.0,2017,honda,ridgeline,excellent,6 cylinders,gas,70584.0,clean,automatic,4wd,sedan,white,az
phoenix,1.0,1973,chevrolet,4x4,excellent,6 cylinders,gas,123456.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2018,ford,f-150 xlt 4wd supercrew 5.5,excellent,6 cylinders,other,19562.0,clean,other,4wd,other,white,az
phoenix,1.0,2014,chevrolet,camaro 1lt rs,excellent,6 cylinders,gas,128616.0,clean,automatic,rwd,sedan,red,az
phoenix,1.0,2015,infiniti,q50 3.7 premium sedan,excellent,6 cylinders,gas,78376.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,1975,ford,Rolls Royce Silver Shadow,good,8 cylinders,gas,2428.0,clean,automatic,rwd,sedan,custom,az
phoenix,0.0,2017,ram,1500 sport 4x4 crew cab 57 b,excellent,8 cylinders,other,40265.0,clean,other,4wd,other,white,az
phoenix,0.0,2002,ford,thunderbird,good,8 cylinders,gas,75000.0,clean,automatic,rwd,convertible,custom,az
phoenix,1.0,2020,ram,2500 4wd diesel,like new,8 cylinders,diesel,14958.0,clean,automatic,4wd,truck,grey,az
phoenix,1.0,2019,toyota,tacoma trd off-road,like new,6 cylinders,gas,31177.0,clean,automatic,4wd,truck,white,az
phoenix,1.0,2018,ford,f-150 xlt,like new,6 cylinders,gas,49180.0,clean,automatic,rwd,truck,white,az
phoenix,1.0,2018,nissan,frontier s king cab,like new,4 cylinders,gas,39388.0,clean,automatic,rwd,truck,red,az
phoenix,1.0,2012,ford,f150 supercrew cab xlt,excellent,8 cylinders,gas,141732.0,clean,automatic,rwd,truck,grey,az
phoenix,0.0,2016,chevrolet,silverado 1500 lt crew,excellent,8 cylinders,other,71344.0,clean,other,4wd,other,white,az
phoenix,0.0,2021,toyota,tacoma,excellent,6 cylinders,gas,6.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2019,toyota,tacoma,excellent,6 cylinders,gas,31488.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2015,gmc,sierra 2500hd 4wd crew cab 1,excellent,8 cylinders,other,61611.0,clean,other,4wd,other,white,az
phoenix,0.0,2010,ford,Rolls-Royce Ghost,excellent,6 cylinders,other,20700.0,clean,automatic,rwd,sedan,white,az
phoenix,0.0,2018,ford,f-150 xlt 4wd supercrew 5.5,excellent,6 cylinders,other,20711.0,clean,other,4wd,other,white,az
phoenix,0.0,2019,ford,f-150 xlt 4wd supercrew 5.5,excellent,6 cylinders,other,18097.0,clean,other,4wd,other,white,az
phoenix,0.0,2019,toyota,camry,excellent,6 cylinders,gas,22865.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2019,chevrolet,silverado 1500 ld 4wd,excellent,8 cylinders,other,42482.0,clean,other,4wd,other,white,az
phoenix,0.0,2018,kia,optima,excellent,6 cylinders,gas,55814.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2014,ford,mustang,excellent,6 cylinders,gas,60257.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2017,ford,f-150 raptor 4wd supercrew,excellent,6 cylinders,other,34141.0,clean,other,4wd,other,white,az
phoenix,0.0,2020,chevrolet,equinox,excellent,6 cylinders,gas,35119.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2019,volkswagen,jetta,excellent,6 cylinders,gas,35918.0,clean,manual,fwd,sedan,white,az
phoenix,0.0,2019,chevrolet,tahoe,excellent,6 cylinders,other,5408.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2021,jeep,gladiator,excellent,6 cylinders,gas,2919.0,clean,automatic,4wd,pickup,white,az
phoenix,0.0,2014,ford,f-150,excellent,6 cylinders,other,100351.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2007,chevrolet,silverado classic 1500,excellent,6 cylinders,other,99483.0,clean,automatic,4wd,pickup,white,az
phoenix,0.0,2013,porsche,911,excellent,6 cylinders,other,78830.0,clean,automatic,rwd,coupe,white,az
phoenix,0.0,2017,nissan,rogue,excellent,6 cylinders,gas,80361.0,clean,other,fwd,sedan,white,az
phoenix,0.0,2017,jeep,wrangler unlimited,excellent,6 cylinders,gas,60153.0,clean,automatic,4wd,convertible,white,az
phoenix,0.0,2008,toyota,fj cruiser,excellent,6 cylinders,other,163933.0,clean,automatic,rwd,sedan,white,az
phoenix,0.0,2019,toyota,highlander,excellent,6 cylinders,gas,19212.0,clean,automatic,fwd,sedan,white,az
phoenix,0.0,2019,nissan,frontier,excellent,6 cylinders,gas,26935.0,clean,automatic,rwd,pickup,white,az
phoenix,0.0,2007,jeep,commander,excellent,6 cylinders,other,64828.0,clean,automatic,rwd,sedan,white,az
phoenix,0.0,2010,hyundai,sonata,excellent,6 cylinders,other,142584.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2020,toyota,highlander,excellent,6 cylinders,gas,28490.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2019,ford,fusion,excellent,6 cylinders,gas,41688.0,clean,automatic,fwd,sedan,white,az
phoenix,0.0,2007,toyota,prius,excellent,6 cylinders,other,144826.0,clean,other,4wd,hatchback,white,az
phoenix,0.0,2019,dodge,charger,excellent,6 cylinders,gas,33111.0,clean,automatic,rwd,sedan,white,az
phoenix,0.0,2019,nissan,frontier,excellent,6 cylinders,gas,29935.0,clean,automatic,4wd,pickup,white,az
phoenix,0.0,2020,toyota,camry hybrid,excellent,6 cylinders,gas,10.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2020,ford,explorer,excellent,6 cylinders,gas,16573.0,clean,automatic,rwd,sedan,white,az
phoenix,0.0,2017,audi,q7,excellent,6 cylinders,gas,36120.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2004,ford,mustang,excellent,6 cylinders,other,106805.0,clean,manual,4wd,convertible,white,az
phoenix,0.0,2015,toyota,rav4,excellent,6 cylinders,gas,101359.0,clean,automatic,fwd,sedan,white,az
phoenix,0.0,2018,gmc,terrain,excellent,6 cylinders,other,30523.0,clean,automatic,fwd,sedan,white,az
phoenix,0.0,2019,gmc,sierra 1500 denali crew 147,excellent,8 cylinders,other,24777.0,clean,other,4wd,other,white,az
phoenix,0.0,2016,porsche,cayenne,excellent,6 cylinders,gas,64302.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2021,toyota,rav4,excellent,6 cylinders,gas,15.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2020,chevrolet,silverado 1500,excellent,6 cylinders,gas,19578.0,clean,automatic,4wd,pickup,black,az
phoenix,0.0,2018,toyota,tundra 4wd,excellent,6 cylinders,gas,50268.0,clean,automatic,4wd,pickup,white,az
phoenix,1.0,1965,chevrolet,nova,excellent,6 cylinders,gas,113111.0,clean,manual,4wd,sedan,white,az
phoenix,0.0,2014,chevrolet,silverado 1500 4wd cre,excellent,8 cylinders,other,109488.0,clean,other,4wd,other,white,az
phoenix,0.0,2014,honda,cr-v,excellent,6 cylinders,gas,88849.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2020,ram,1500 longhorn 4x4 crew cab 5,excellent,8 cylinders,other,11161.0,clean,other,4wd,other,white,az
phoenix,0.0,2011,ford,f-150,good,6 cylinders,gas,105000.0,clean,automatic,rwd,truck,grey,az
phoenix,0.0,2011,chevrolet,silverado 2500hd crew,excellent,8 cylinders,other,65426.0,clean,other,4wd,other,white,az
phoenix,0.0,2019,ram,1500 big horn/lone star 4x4,excellent,8 cylinders,other,5062.0,clean,other,4wd,other,white,az
phoenix,0.0,2017,ford,escape se,excellent,6 cylinders,gas,43758.0,clean,automatic,4wd,SUV,white,az
phoenix,0.0,2018,kia,sorento,excellent,6 cylinders,gas,26928.0,clean,automatic,4wd,SUV,white,az
phoenix,0.0,2012,ford,escape,excellent,6 cylinders,gas,73447.0,clean,automatic,4wd,SUV,white,az
phoenix,1.0,2013,bmw,x3 xdrive28i,excellent,6 cylinders,gas,86814.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2013,chevrolet,silverado 1500,excellent,6 cylinders,gas,99207.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2016,ford,expedition,excellent,6 cylinders,gas,68580.0,clean,automatic,4wd,SUV,white,az
phoenix,0.0,2017,ford,INTERNATIONAL MAXXFORCE,excellent,6 cylinders,other,15738.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2008,jeep,wrangler,excellent,6 cylinders,gas,51549.0,clean,manual,4wd,SUV,white,az
phoenix,0.0,2007,toyota,tundra,excellent,6 cylinders,gas,84351.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2018,jeep,grand cherokee,excellent,6 cylinders,gas,47889.0,clean,automatic,4wd,SUV,white,az
phoenix,0.0,2021,toyota,rav4,excellent,6 cylinders,gas,10.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2016,toyota,tundra,excellent,6 cylinders,gas,65205.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2004,mercedes-benz,e-class,excellent,6 cylinders,other,135758.0,clean,automatic,rwd,sedan,white,az
phoenix,0.0,2019,gmc,sierra 1500 4wd crew cab 147,excellent,8 cylinders,other,28200.0,clean,other,4wd,other,white,az
phoenix,0.0,2019,ram,2500 laramie 4x4 mega cab 64,excellent,6 cylinders,other,14065.0,clean,other,4wd,other,white,az
phoenix,0.0,2017,toyota,tacoma trd off road doubl,excellent,6 cylinders,other,39545.0,clean,other,4wd,other,white,az
phoenix,0.0,2020,jeep,wrangler willys,like new,6 cylinders,gas,9025.0,clean,automatic,4wd,SUV,orange,az
phoenix,0.0,2018,ford,f-150 xl 2wd supercrew 5.5,excellent,6 cylinders,other,48007.0,clean,other,4wd,other,white,az
phoenix,0.0,2012,toyota,fj cruiser,excellent,6 cylinders,gas,83305.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2017,honda,accord,excellent,6 cylinders,gas,46536.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2018,nissan,rogue s,excellent,4 cylinders,gas,71175.0,clean,automatic,fwd,SUV,white,az
phoenix,0.0,2014,chevrolet,silverado 1500 lt,like new,8 cylinders,gas,101178.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2017,gmc,sierra 1500 sle,like new,8 cylinders,gas,84278.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2017,gmc,yukon xl sle 4x4,like new,8 cylinders,gas,97968.0,clean,automatic,4wd,SUV,white,az
phoenix,0.0,2015,infiniti,qx80 4x4,like new,6 cylinders,gas,52466.0,clean,automatic,4wd,SUV,white,az
phoenix,0.0,2017,bmw,540i,like new,6 cylinders,gas,39205.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2014,chevrolet,suburban lt,like new,8 cylinders,gas,102310.0,clean,automatic,4wd,SUV,white,az
phoenix,0.0,2015,mercedes-benz,benz c250 coupe,like new,4 cylinders,gas,63285.0,clean,automatic,4wd,coupe,white,az
phoenix,0.0,2011,honda,odyssey ex,like new,6 cylinders,gas,112235.0,clean,automatic,4wd,mini-van,white,az
phoenix,0.0,2018,chevrolet,equinox ls,like new,6 cylinders,gas,23032.0,clean,automatic,4wd,SUV,white,az
phoenix,0.0,2018,mercedes-benz,benz cla 250,like new,4 cylinders,gas,23093.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2016,chevrolet,colorado wt,like new,4 cylinders,gas,93658.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2016,ram,1500 big horn 4x4,like new,8 cylinders,gas,99986.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2018,volkswagen,passat,excellent,4 cylinders,gas,6703.0,clean,automatic,fwd,sedan,white,az
phoenix,0.0,2014,toyota,tundra,excellent,6 cylinders,gas,68111.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2016,chevrolet,silverado 1500 lt crew,excellent,8 cylinders,other,34451.0,clean,other,4wd,other,white,az
phoenix,0.0,2017,volkswagen,jetta,excellent,4 cylinders,gas,23584.0,clean,automatic,fwd,sedan,white,az
phoenix,0.0,2014,chevrolet,silverado 1500,excellent,6 cylinders,other,98517.0,clean,automatic,rwd,truck,white,az
phoenix,0.0,2014,ram,2500 tradesman,excellent,6 cylinders,other,63891.0,clean,automatic,4wd,other,white,az
phoenix,0.0,2017,ford,Revero GT,excellent,6 cylinders,gas,22.0,clean,automatic,rwd,sedan,black,az
phoenix,0.0,2020,chevrolet,silverado 1500 4wd cre,excellent,8 cylinders,other,14030.0,clean,automatic,4wd,other,white,az
phoenix,0.0,2015,toyota,rav4,excellent,6 cylinders,gas,41318.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2018,ford,f-350sd,excellent,8 cylinders,diesel,50502.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2018,chevrolet,silverado 1500 4wd cre,excellent,8 cylinders,other,42092.0,clean,other,4wd,other,white,az
phoenix,0.0,2020,ford,f-150 lariat 4wd supercrew,excellent,6 cylinders,other,9303.0,clean,other,4wd,other,white,az
phoenix,0.0,2018,toyota,camry,excellent,6 cylinders,gas,36009.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2017,hyundai,tucson,excellent,6 cylinders,gas,46827.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2018,ford,f-150 xlt 4wd supercrew 5.5,excellent,6 cylinders,other,59646.0,clean,other,4wd,other,white,az
phoenix,0.0,2017,audi,a6,excellent,6 cylinders,gas,26771.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2019,chevrolet,silverado 1500,excellent,6 cylinders,gas,28575.0,clean,automatic,rwd,pickup,white,az
phoenix,0.0,2020,toyota,tundra 4wd,excellent,6 cylinders,gas,14674.0,clean,automatic,4wd,pickup,white,az
phoenix,0.0,2019,chevrolet,silverado 1500,excellent,6 cylinders,gas,13823.0,clean,automatic,4wd,pickup,white,az
phoenix,0.0,2010,ford,f-150,excellent,6 cylinders,other,174842.0,clean,automatic,rwd,truck,white,az
phoenix,0.0,2000,ford,ranger,excellent,6 cylinders,other,175475.0,clean,automatic,4wd,pickup,white,az
phoenix,0.0,2015,toyota,tundra,excellent,6 cylinders,other,83502.0,clean,automatic,4wd,truck,white,az
phoenix,0.0,2018,nissan,rogue,excellent,6 cylinders,gas,30009.0,clean,other,fwd,sedan,white,az
phoenix,0.0,2015,gmc,sierra 1500,excellent,6 cylinders,gas,104000.0,clean,automatic,4wd,pickup,white,az
phoenix,0.0,2016,hyundai,azera,excellent,6 cylinders,other,123153.0,clean,automatic,fwd,sedan,white,az
phoenix,0.0,2006,toyota,camry,excellent,6 cylinders,other,123323.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2018,ram,2500,excellent,6 cylinders,gas,36855.0,clean,automatic,4wd,pickup,white,az
phoenix,0.0,2019,chevrolet,camaro,excellent,6 cylinders,gas,500.0,clean,automatic,rwd,convertible,white,az
phoenix,0.0,2008,mercedes-benz,e-class,excellent,6 cylinders,other,84841.0,clean,automatic,rwd,sedan,white,az
phoenix,0.0,1996,chevrolet,cavalier,excellent,6 cylinders,other,80798.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2018,tesla,model x,excellent,6 cylinders,electric,21500.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2000,chevrolet,tracker,excellent,6 cylinders,gas,109484.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2017,dodge,charger,excellent,6 cylinders,gas,55928.0,clean,automatic,rwd,sedan,white,az
phoenix,0.0,2002,toyota,camry,excellent,6 cylinders,other,127598.0,clean,automatic,4wd,sedan,white,az
phoenix,0.0,2019,honda,pilot,excellent,6 cylinders,gas,22744.0,clean,automatic,fwd,sedan,white,az
phoenix,0.0,2002,lexus,sc 430 convertible,like new,8 cylinders,gas,70201.0,clean,automatic,rwd,convertible,silver,az
phoenix,0.0,2020,ford,f-150 lariat 4wd supercrew,excellent,6 cylinders,other,5937.0,clean,other,4wd,other,white,az
phoenix,0.0,2009,ford,mustang,excellent,8 cylinders,gas,107776.0,clean,automatic,rwd,coupe,grey,az
